ID,Display Name,Category,Sub-Category,Link,Author Name,Author Link,Active,Date Added,Last Checked,Description,Stale
remote-92d247e6,VoiceMode,"Remote Control, Notifications & Voice I/O",,https://github.com/mbailey/voicemode,mbailey,https://github.com/mbailey,FALSE,2026-06-29:22-22-17,2026-06-29:22-22-17,"An MCP server for natural voice conversations with Claude Code, working with any OpenAI-compatible speech service (local Whisper/Kokoro or cloud).",FALSE
remote-01cb6ca3,stt-mcp-server-linux,"Remote Control, Notifications & Voice I/O",,https://github.com/marcindulak/stt-mcp-server-linux,marcindulak,https://github.com/marcindulak,FALSE,2026-06-29:22-22-17,2026-06-29:22-22-17,"A local, push-to-talk speech-to-text MCP server for Linux — runs in Docker with no external API; works with Claude Code and other tmux-based agents.",FALSE
start-294bad98,Claude Code Tips,Start Here,,https://github.com/ykdojo/claude-code-tips,ykdojo,https://github.com/ykdojo,FALSE,2026-06-29:22-24-58,2026-06-29:22-24-58,"40+ tips for getting the most out of Claude Code, from basics to advanced — plus a custom status line and the dx plugin of everyday dev-workflow skills.",FALSE
start-b303ce5d,Claude Code Ultimate Guide,Start Here,,https://github.com/FlorianBruniaux/claude-code-ultimate-guide,FlorianBruniaux,https://github.com/FlorianBruniaux,FALSE,2026-06-29:22-24-58,2026-06-29:22-24-58,"A comprehensive Claude Code guide covering agentic workflows, hooks, skills, MCP servers, quizzes, and production-ready templates.",FALSE
usage-b1704e05,Claumon,Observability & Monitoring,Usage & Cost,https://github.com/fabioconcina/claumon,fabioconcina,https://github.com/fabioconcina,TRUE,2026-06-29:22-31-35,2026-06-29:22-31-35,"Claude Code dashboard for Pro/Max users: live rate-limit gauges, calibrated usage forecasts, session costs, memory browser. Single binary, zero config.",FALSE
usage-467dc399,ccvitals,Observability & Monitoring,Usage & Cost,https://github.com/educlopez/ccvitals,educlopez,https://github.com/educlopez,TRUE,2026-06-29:22-31-37,2026-06-29:22-31-37,"The prettiest statusline for Claude Code — pure bash, never blocks your prompt. Usage quota, context window, git status & more.",FALSE
usage-de33b6b5,toktrack,Observability & Monitoring,Usage & Cost,https://github.com/mag123c/toktrack,mag123c,https://github.com/mag123c,TRUE,2026-06-29:22-31-37,2026-06-29:22-31-37,Ultra-fast token & cost tracker for LLM Token Usage (e.g. Claude Code),FALSE
usage-dd4cfb76,cc-probeline,Observability & Monitoring,Usage & Cost,https://github.com/labzink/cc-probeline,labzink,https://github.com/labzink,TRUE,2026-06-29:22-31-38,2026-06-29:22-31-38,"See where it leaks, stop paying for it — a live Claude Code status line that prices every turn, your subagents, cache rebuilds, plus limits, context and git.",FALSE
usage-e834d814,claude-code-status-bar,Observability & Monitoring,Usage & Cost,https://github.com/briansmith80/claude-code-status-bar,briansmith80,https://github.com/briansmith80,TRUE,2026-06-29:22-31-39,2026-06-29:22-31-39,"Configurable status bar for Claude Code: usage limits with pacing markers, context window, git state, live activity, session cost, and 8 colour themes. Pure bash, zero dependencies.",FALSE
usage-681a226d,cc-costline,Observability & Monitoring,Usage & Cost,https://github.com/Ventuss-OvO/cc-costline,Ventuss-OvO,https://github.com/Ventuss-OvO,TRUE,2026-06-29:22-31-40,2026-06-29:22-31-40,Enhanced statusline for Claude Code — see your 7d/30d spend at a glance,FALSE
usage-6c603602,CCDash,Observability & Monitoring,Usage & Cost,https://github.com/zihenghe04/CCDash,zihenghe04,https://github.com/zihenghe04,TRUE,2026-06-29:22-31-40,2026-06-29:22-31-40,"Open-source unified usage dashboard for Claude — track tokens, quota, costs across Claude Code, claude.ai & API in one panel. 开源 Claude 全平台用量监控面板，聚合 Claude Code / claude.ai / API 数据，适用于 Pro/Max 订阅用户与开发者。https://dyp23yngrtumg.ok.kimi.link",FALSE
usage-6d11a1e8,Pacer,Observability & Monitoring,Usage & Cost,https://github.com/EricAndrechek/Pacer,EricAndrechek,https://github.com/EricAndrechek,TRUE,2026-06-29:22-31-41,2026-06-29:22-31-41,"Native macOS app for tracking Claude Code usage — tokens, cost, rate-limit pacing, per-project breakdowns. SwiftUI + SwiftData.",FALSE
usage-bc811412,AgentWatch,Observability & Monitoring,Usage & Cost,https://github.com/mishanefedov/agentwatch,mishanefedov,https://github.com/mishanefedov,TRUE,2026-06-29:22-31-41,2026-06-29:22-31-41,Local-only observability for AI agents on your machine. One timeline across coding and non-coding agents.,FALSE
usage-1ed2ce17,goccc,Observability & Monitoring,Usage & Cost,https://github.com/backstabslash/goccc,backstabslash,https://github.com/backstabslash,TRUE,2026-06-29:22-31-42,2026-06-29:22-31-42,"Fast, zero-dependency cost calculator and customizable statusline for Claude Code. Breakdowns by model, day, project, and branch. Lightweight, single binary, no runtime needed.",FALSE
lint-2c3c60c2,agnix,Linting,,https://github.com/agent-sh/agnix,agent-sh,https://github.com/agent-sh,TRUE,2026-06-29:22-39-28,2026-06-29:22-39-28,"The linter and LSP for AI coding assistants — validates CLAUDE.md, AGENTS.md, SKILL.md, hooks, and MCP config, with autofixes and IDE plugins.",FALSE
lint-e905d9a0,BlockWatch,Linting,,https://github.com/mennanov/blockwatch,mennanov,https://github.com/mennanov,TRUE,2026-06-29:22-39-28,2026-06-29:22-39-28,"A language-agnostic linter (Rust) that keeps co-dependent code, docs, and config in sync, with a Claude Code plugin skill.",FALSE
lint-58e9008f,Ctxlint,Linting,,https://github.com/ctxlint/Ctxlint,ctxlint,https://github.com/ctxlint,TRUE,2026-06-29:22-42-39,2026-06-29:22-42-39,"A CLI linter for AI agent context files that catches stale references, dead commands, and hardcoded secrets, with a modular tested rule set.",FALSE
lint-dd568226,Schliff,Linting,,https://github.com/Zandereins/schliff,Zandereins,https://github.com/Zandereins,TRUE,2026-06-29:22-42-39,2026-06-29:22-42-39,"Deterministic quality scorer for AI agent instruction files — 8-dimension scoring with security, multi-format (SKILL.md, CLAUDE.md, .cursorrules, AGENTS.md), anti-gaming detection, zero dependencies",FALSE
lint-991ac1b5,agents-md-cookbook,Linting,,https://github.com/Taiizor/agents-md-cookbook,Taiizor,https://github.com/Taiizor,TRUE,2026-06-29:22-42-39,2026-06-29:22-42-39,"The tested, tool-agnostic AGENTS.md kit — verified templates, a CI linter, and migrators from .cursorrules/CLAUDE.md/Copilot/Windsurf/Cline/Aider.",FALSE
lint-70ae9391,Upkeep,Linting,,https://github.com/wei18/Upkeep,wei18,https://github.com/wei18,TRUE,2026-06-29:22-42-40,2026-06-29:22-42-40,Upkeep — an AI audit crew for your repo. Catches docs/spec/asset drift with evidence; output-only. Claude Code plugin/skill + reusable CI workflow.,FALSE
anthropic-10ba7193,Agent Skills,From Anthropic,,https://github.com/anthropics/skills,Anthropic,https://github.com/anthropics,TRUE,2026-06-30:10-45-04,2026-06-30:10-45-04,"Anthropic's official repository for Agent Skills — the SKILL.md format, a skill template, and example skills, the same format Claude Code loads natively.",FALSE
anthropic-3de13b42,Official Plugin Directory,From Anthropic,,https://github.com/anthropics/claude-plugins-official,Anthropic,https://github.com/anthropics,TRUE,2026-06-30:10-45-04,2026-06-30:10-45-04,"Anthropic's official, curated directory of high-quality Claude Code plugins, installable from within Claude Code.",FALSE
anthropic-7773ad41,Claude Code GitHub Action,From Anthropic,,https://github.com/anthropics/claude-code-action,Anthropic,https://github.com/anthropics,TRUE,2026-06-30:10-45-04,2026-06-30:10-45-04,"The official GitHub Action for running Claude Code in CI: mention @claude in issues and pull requests to delegate code changes, reviews, and fixes.",FALSE
anthropic-755b9668,Claude Code Security Review,From Anthropic,,https://github.com/anthropics/claude-code-security-review,Anthropic,https://github.com/anthropics,TRUE,2026-06-30:10-45-04,2026-06-30:10-45-04,An official AI-powered security-review GitHub Action that uses Claude to analyze pull-request diffs for vulnerabilities.,FALSE
anthropic-fb8dc53b,Claude Code Best Practices,From Anthropic,,https://code.claude.com/docs/en/best-practices,Anthropic,https://code.claude.com/docs,TRUE,2026-06-30:10-45-04,2026-06-30:10-45-04,"Anthropic's canonical guide to working effectively with Claude Code: the agentic-loop mental model, CLAUDE.md guidance, and workflow patterns.",FALSE
anthropic-04cf921d,How Claude Code Works,From Anthropic,,https://code.claude.com/docs/en/how-claude-code-works,Anthropic,https://code.claude.com/docs,TRUE,2026-06-30:10-45-04,2026-06-30:10-45-04,"The official conceptual explainer of Claude Code's agentic loop, tools, and context window, and how skills, hooks, and subagents layer on top.",FALSE
anthropic-5780f44a,"Steering Claude Code: Skills, Hooks, Rules, Subagents and More",From Anthropic,,https://claude.com/blog/steering-claude-code-skills-hooks-rules-subagents-and-more,Anthropic,https://claude.com/blog,TRUE,2026-06-30:10-45-04,2026-06-30:10-45-04,"A framework for choosing which extension mechanism to reach for, organized around deterministic-versus-probabilistic control and context isolation.",FALSE
anthropic-deb334f0,Building Effective Agents,From Anthropic,,https://www.anthropic.com/research/building-effective-agents,Anthropic,https://www.anthropic.com,TRUE,2026-06-30:10-45-04,2026-06-30:10-45-04,"Anthropic's foundational taxonomy of agent patterns — prompt chaining, routing, orchestrator-workers, and evaluator-optimizer — and when to use each.",FALSE
anthropic-37ed91c9,How We Built Our Multi-Agent Research System,From Anthropic,,https://www.anthropic.com/engineering/multi-agent-research-system,Anthropic,https://www.anthropic.com,TRUE,2026-06-30:10-45-04,2026-06-30:10-45-04,"A practical account of orchestrator and subagent coordination, prompt design, and evaluation that maps directly to Claude Code's subagents and agent teams.",FALSE
anthropic-42516bb9,Effective Context Engineering for AI Agents,From Anthropic,,https://www.anthropic.com/engineering/effective-context-engineering-for-ai-agents,Anthropic,https://www.anthropic.com,TRUE,2026-06-30:10-45-04,2026-06-30:10-45-04,"Anthropic's guide to curating the context window — compaction, just-in-time retrieval, and note-taking — the discipline underlying effective long-horizon agent use.",FALSE
start-6b313b8f,Claude Code Guide,Start Here,,https://github.com/zebbern/claude-code-guide,zebbern,https://github.com/zebbern,TRUE,2026-06-30:10-45-04,2026-06-30:10-45-04,"A current single-page reference for Claude Code: install, environment variables, slash commands, MCP, hooks, and subagents, kept in sync with the official changelog.",FALSE
start-556ea631,Claude Code Customization: CLAUDE.md vs Skills vs Subagents,Start Here,,https://alexop.dev/posts/claude-code-customization-guide-claudemd-skills-subagents/,Alexander Opalic,https://alexop.dev,FALSE,2026-06-30:10-45-04,2026-06-30:10-45-04,"A practitioner solves one concrete problem four different ways, making the trade-offs between CLAUDE.md, skills, and subagents tangible rather than abstract.",FALSE
start-11fd1acd,How to Build Your Own Claude Code Skill,Start Here,,https://www.freecodecamp.org/news/how-to-build-your-own-claude-code-skill/,Daniel Nwaneri,https://www.freecodecamp.org/news/,FALSE,2026-06-30:10-45-04,2026-06-30:10-45-04,"A hands-on tutorial that teaches the skills mechanism by building a complete skill end to end, including how the description field controls when a skill triggers.",FALSE
start-b143b120,Claude Code Hooks: Complete Guide,Start Here,,https://hidekazu-konishi.com/entry/claude_code_hooks_complete_guide.html,Hidekazu Konishi,https://hidekazu-konishi.com,TRUE,2026-06-30:10-45-04,2026-06-30:10-45-04,"A thorough walkthrough of every hook event, when each fires, the two return channels, common anti-patterns, and copy-ready settings.json examples.",FALSE
start-2fad0803,Writing a Good CLAUDE.md,Start Here,,https://www.humanlayer.dev/blog/writing-a-good-claude-md,HumanLayer,https://www.humanlayer.dev,TRUE,2026-06-30:10-45-04,2026-06-30:10-45-04,"An essay on CLAUDE.md craft: instruction-budget reasoning, progressive disclosure, and the test of whether Claude would err without a given line.",FALSE
docs-afda32a0,cc-thinking-skills,"Documentation, Knowledge & Learning",,https://github.com/tjboudreaux/cc-thinking-skills,tjboudreaux,https://github.com/tjboudreaux,TRUE,2026-06-30:10-45-04,2026-06-30:10-45-04,"A collection of installable thinking-framework skills with a meta-router, notable for publishing a replication-gated evaluation instead of unsupported quality claims.",FALSE
docs-4cf1d4fe,Dive into Claude Code,"Documentation, Knowledge & Learning",,https://github.com/VILA-Lab/Dive-into-Claude-Code,VILA-Lab,https://github.com/VILA-Lab,TRUE,2026-06-30:10-45-04,2026-06-30:10-45-04,A research-lab systematic analysis of the Claude Code codebase whose headline finding — overwhelmingly infrastructure rather than model — reframes Claude Code as a harness.,FALSE
anthropic-b01cf040,Claude Code Cheatsheet,From Anthropic,,https://support.claude.com/en/articles/14553413-claude-code-cheatsheet,Anthropic,https://support.claude.com,TRUE,2026-06-30:13-07-45,2026-06-30:13-07-45,"Anthropic's official Claude Code cheatsheet — a quick reference for the core vocabulary (session, context window, CLAUDE.md), built-in slash commands, and keyboard shortcuts.",FALSE
orchestration-b22ad9f6,gstack,Agent Orchestration,,https://github.com/garrytan/gstack,Garry Tan,https://github.com/garrytan,TRUE,2026-07-02:18-48-08,2026-07-02:18-48-08,"Garry Tan's (Y Combinator) Claude Code setup and ""open source software factory"" for managing the development lifecycle end-to-end. Includes a set of agents and in-depth skills/tools along with workflows for advancing a product from ideation to production.",FALSE
start-619b3cfc,claude-howto,Start Here,,https://github.com/luongnv89/claude-howto,luongnv89,https://github.com/luongnv89,TRUE,2026-07-02:17-14-33,2026-07-02:17-14-33,"A structured, chapter-based getting-started guide for Claude Code with a self-assessment quiz and a ten-module progressive learning path — slash commands, memory, skills, subagents, MCP, hooks, plugins, and checkpoints — with visual diagrams and copy-paste templates.",FALSE
start-2d9ee745,Claude Code: Everything You Need to Know,Start Here,,https://github.com/wesammustafa/Claude-Code-Everything-You-Need-to-Know,wesammustafa,https://github.com/wesammustafa,TRUE,2026-07-02:17-14-33,2026-07-02:17-14-33,"A conceptual, mental-models-first primer that explains what Claude Code is and how its agentic loop works, then layers setup, prompt-engineering workflows, skills, hooks, MCP, subagents, and agent teams, with an experience-tiered path for newcomers.",FALSE
start-efcfa77a,explore-claude-code,Start Here,,https://github.com/LukeRenton/explore-claude-code,Luke Renton,https://github.com/LukeRenton,TRUE,2026-07-02:17-14-33,2026-07-02:17-14-33,"An interactive click-through of an annotated Claude Code project where every file and folder — CLAUDE.md, settings.json, rules, commands, skills, agents, hooks, plugins, and .mcp.json — is a real, explained concept, teaching the tool's surface area by orientation rather than prose.",FALSE
start-b6773085,andrej-karpathy-skills,Start Here,,https://github.com/multica-ai/andrej-karpathy-skills,multica-ai,https://github.com/multica-ai,TRUE,2026-07-02:17-14-33,2026-07-02:17-14-33,"A drop-in CLAUDE.md distilling four behavioral guidelines for LLM-assisted coding into Claude Code — a low-friction quick win. Karpathy-inspired, derived from Andrej Karpathy's public notes on LLM coding pitfalls and authored by multica-ai.",FALSE
start-dd219ead,claude-code-best-practice,Start Here,,https://github.com/shanraisshan/claude-code-best-practice,Shayan Rais,https://github.com/shanraisshan,FALSE,2026-07-02:17-18-11,2026-07-02:17-18-11,"A comprehensive, actively maintained best-practices handbook for Claude Code — from vibe coding to agentic engineering — pairing a Day-0/Day-1 tutorial on-ramp with well-sourced reference docs on subagents, commands, skills, hooks, MCP, settings, memory, statuslines, and checkpointing, each citing the official documentation.",FALSE
skill-64ab28b2,fable-mode,Skills,,https://github.com/mrtooher/fable-mode,mrtooher,https://github.com/mrtooher,TRUE,2026-07-05:12-24-43,,"A Claude skill that activates Fable-style agentic behavior: explicit multi-stage planning, sub-agent delegation, and self-verification.",FALSE
obs-8558599f,Multi-Agent Observability,Observability & Monitoring,Observability,https://github.com/disler/claude-code-hooks-multi-agent-observability,disler,https://github.com/disler,TRUE,2026-07-05:13-04-02,,"A real-time dashboard that captures Claude Code hook events across concurrent agents — tracing every tool call, task handoff, and lifecycle event through a Bun/SQLite/WebSocket/Vue stack, with session tracking and live filtering.",FALSE
obs-f7e72c39,Claude Code Observability Stack,Observability & Monitoring,Observability,https://github.com/ColeMurray/claude-code-otel,Cole Murray,https://github.com/ColeMurray,TRUE,2026-07-05:13-04-02,,"A Dockerized OpenTelemetry-to-Grafana observability stack for Claude Code that implements Anthropic's observability guidance, surfacing session activity, performance, token usage, and cost in prebuilt dashboards.",FALSE
obs-b2349e06,Claude Code Agent Monitor,Observability & Monitoring,Session Monitors,https://github.com/hoangsonww/Claude-Code-Agent-Monitor,hoangsonww,https://github.com/hoangsonww,TRUE,2026-07-05:13-15-51,,"A self-hosted real-time dashboard that monitors Claude Code agent activity via its native hooks — live sessions, subagent orchestration trees, tool-call timelines, and per-session status — keeping data local (loopback-only). Built on Node/Express + React + SQLite, with a companion MCP server, VS Code extension, and desktop app.",FALSE
obs-9bb175c8,agents-observe,Observability & Monitoring,Observability,https://github.com/simple10/agents-observe,Joe Johnston,https://github.com/simple10,TRUE,2026-07-05:13-15-51,,"A real-time Claude Code observability dashboard installed as a plugin: it registers hooks across the full session lifecycle (tool calls, subagent start/stop, task and permission events) and streams them to a local React UI backed by a Dockerized SQLite server, with filtering, parent/subagent hierarchy, full session replay, and per-model token stats.",FALSE
clients-3128d8f9,Claude Overlay,Alternative Clients,,https://github.com/shengyanlin/claude-overlay,shengyanlin,https://github.com/shengyanlin,TRUE,2026-07-12:14-29-17,2026-07-12:14-29-17,"A frameless, always-on-top floating chat window for Claude Code on Windows. It captures every monitor and lets Claude read the screen to answer questions in context, and drives the user's existing claude CLI login through the Agent SDK, with image paste, model switching, live streaming, and a context-usage statusline.",FALSE
media-10ba905d,Vox director skill,Creative Media,,https://github.com/Alisa0808/vox-director,Alisa Qian,https://github.com/Alisa0808,TRUE,2026-07-15:08-07-27,2026-07-15:08-07-27,"Vox Director is an open-source skill that turns a one-line topic into a finished Vox-style paper-collage explainer or ad video. It automates the full pipeline — script, collage keyframes, motion, voice-over, music, and captions — on the Atlas Cloud API plus local ffmpeg, with two human approval gates for the beat map and visual style.",FALSE
1f0e0dc4,claude-obsidian,"Documentation, Knowledge & Learning",Obsidian,https://github.com/AgriciDaniel/claude-obsidian,Agrici Daniel,https://github.com/AgriciDaniel,TRUE,2026-07-19:11-42-57,2026-07-19:11-42-57,"Self-organizing AI second brain for Obsidian + Claude Code. Claude reads any source, links it, and files it into one connected knowledge graph of plain Markdown. Based on Karpathy's LLM Wiki pattern.",FALSE
96f7f633,c9watch,Observability & Monitoring,Session Monitors,https://github.com/minchenlee/c9watch,minchenlee,https://github.com/minchenlee,TRUE,2026-07-19:12-03-49,2026-07-19:12-03-49,"A macOS menu-bar app (and companion JSON CLI, built from one Rust/Tauri binary) that auto-discovers running Claude Code sessions by scanning OS processes and shows live working / needs-attention / idle status, plus session-history search, cost tracking, and PM-style worker orchestration. Rust + Tauri 2 + Svelte 5, with a token-gated mobile web client.",FALSE
32090888,claude-status-bar,Observability & Monitoring,Session Monitors,https://github.com/m1ckc3s/claude-status-bar,mick,https://github.com/m1ckc3s,TRUE,2026-07-19:12-03-49,2026-07-19:12-03-49,"A tiny, hook-driven macOS menu-bar indicator of Claude Code's live turn status — an animated icon while thinking or running a tool, a dot when awaiting permission, and an elapsed-turn timer — aggregated across concurrent CLI, Claude Desktop, and Cursor sessions. Stateless AppKit/Swift app that self-launches on session start and quits when idle.",FALSE
fba2b0f6,Claude Status,Observability & Monitoring,Session Monitors,https://github.com/gmr/claude-status,Gavin M. Roy,https://github.com/gmr,TRUE,2026-07-19:12-03-49,2026-07-19:12-03-49,"A native macOS menu-bar app with desktop widgets showing the live state of every running Claude Code session — active, waiting-for-input, compacting, or idle — across many terminals and IDEs, with one-click focus to any session's exact window, tab, or pane. SwiftUI + AppKit + WidgetKit, driven by a bundled hook plugin with process-tree and JSONL-tail fallbacks.",FALSE
35c59646,claude-control,Observability & Monitoring,Session Monitors,https://github.com/sverrirsig/claude-control,Sverrir Sigurdsson,https://github.com/sverrirsig,TRUE,2026-07-19:12-03-49,2026-07-19:12-03-49,"A native macOS Electron dashboard that auto-discovers running Claude Code CLI sessions and shows live per-session status, git changes, PR checks, and conversation previews across repos and worktrees — and can focus, send input to, approve or reject, kill, or spawn sessions from one place. Electron + Next.js + TypeScript, local-only, via an auto-installed status hook with process-table and JSONL-mtime fallbacks.",FALSE
8f430bbe,cctop,Observability & Monitoring,Session Monitors,https://github.com/stefanprodan/cctop,Stefan Prodan,https://github.com/stefanprodan,TRUE,2026-07-19:12-03-49,2026-07-19:12-03-49,"A live top-style terminal TUI that lists every running Claude Code session with process stats, busy/idle state, context size, model, and git branch, plus a live sub-agent and sub-process tree with open and orphaned ports — reading only the local process table and ~/.claude session and transcript files. Zero-dependency Bun; can signal a runaway session or free orphaned dev-server ports in place.",FALSE
9abaf86c,so-agentbar,Observability & Monitoring,Session Monitors,https://github.com/sotthang/so-agentbar,sotthang,https://github.com/sotthang,TRUE,2026-07-19:12-03-49,2026-07-19:12-03-49,"A native macOS menu-bar app that watches Claude Code and OpenAI Codex CLI session logs in real time and shows each running session's live status, tokens, and cost, with subagent grouping and an optional animated pixel-art view. Swift/SwiftUI + SpriteKit, using FSEvents with incremental JSONL parsing plus multi-provider quota tracking.",FALSE
1b680246,ClaudeBar,Observability & Monitoring,Usage & Cost,https://github.com/tddworks/ClaudeBar,tddworks,https://github.com/tddworks,TRUE,2026-07-19:12-03-49,2026-07-19:12-03-49,"A macOS menu-bar app that surfaces remaining usage quota for Claude, Codex, Gemini, Copilot, and other AI coding providers at a glance, with burn-rate, dollar-balance, and reset-countdown indicators plus a lightweight live-session indicator. Swift 6 with a layered Domain/Infrastructure architecture.",FALSE
2abd5dee,ccusage,Observability & Monitoring,Usage & Cost,https://github.com/ccusage/ccusage,ryoppippi,https://github.com/ryoppippi,TRUE,2026-07-19:12-03-49,2026-07-19:12-03-49,"A zero-install CLI (npx ccusage) that analyzes Claude Code token usage and cost from local JSONL logs — daily, monthly, per-session, and 5-hour-block breakdowns, a live monitoring mode, and per-model cost estimates. Runs entirely locally, with JSON output for scripting.",FALSE
17d2fd68,claude-replay,Creative Media,,https://github.com/es617/claude-replay,es617,https://github.com/es617,TRUE,2026-07-21:03-22-24,2026-07-21:03-22-24,"An outstanding, creative library that converts Claude Code session transcripts into self-contained, embeddable HTML replays - interactive playback with speed control, a local editor, collapsible tool-call and thinking blocks, redaction for private information - the output is fantastic. Also supports other providers.",FALSE
3e70a991,My Claude Code Setup,Research & Scientific Inquiry,,https://github.com/pedrohcgs/claude-code-my-workflow,Pedro H. C. Sant'Anna,https://github.com/pedrohcgs,TRUE,2026-07-28:18-25-02,2026-07-28:18-25-02,"A ready-to-fork Claude Code template for academics using LaTeX/Beamer + R. Multi-agent review, quality gates, adversarial QA, and replication protocols. Great use of orchestration patterns and great documentation.",FALSE
6de46512,Caveman,Skills,,https://github.com/JuliusBrussee/caveman,Julius Brussee,https://github.com/JuliusBrussee,TRUE,2026-07-28:18-57-19,2026-07-28:18-57-19,"A plugin that conserves message tokens by communicating in fragmented ""caveman speak"" - sort of a clever form of compression. Now accompanied by a whole caveman ecosystem including a memory system, caveman spec kit, and a caveman agent.",FALSE
2564a127,Learn Claude Code,Start Here,,https://github.com/shareAI-lab/learn-claude-code,shareAI-lab,https://github.com/shareAI-lab,TRUE,2026-07-28:01-39-34,2026-07-28:01-39-34,"A really interesting analysis of how coding agents like Claude Code are designed. It attempts to break an agent down into its fundamental parts and reconstruct it with minimal code. Great learning resource. Final product is a rudimentary agent with skills, sub-agents, and a todo-list in roughly a few hundred lines of Python.",FALSE
75404630,Claude Code Infrastructure Showcase,Skills,,https://github.com/diet103/claude-code-infrastructure-showcase,diet103,https://github.com/diet103,TRUE,2026-07-28:09-23-01,2026-07-28:09-23-01,"A remarkably innovative approach to working with Skills, the centerpiece of which being a technique that leverages hooks to ensure that Claude intelligently selects and activates the appropriate Skill given the current context. Well-documented and adaptable to different projects and workflows.",FALSE
f3b23396,visual-explainer,Design & UI/UX,,https://github.com/nicobailon/visual-explainer,nicobailon,https://github.com/nicobailon,TRUE,2026-07-28:09-26-27,2026-07-28:09-26-27,"Agent skill and plugin that turns complex terminal output into styled HTML pages or slide decks for diagrams, diff reviews, plan audits, data tables, and project recaps. Generates self-contained browser-readable artifacts with Mermaid diagrams, responsive layouts, themes, and sharing commands.",FALSE
69d92efa,Ralph for Claude Code,Agent Orchestration,Ralph Wiggum,https://github.com/frankbria/ralph-claude-code,Frank Bria,https://github.com/frankbria,TRUE,2026-07-28:09-37-38,2026-07-28:09-37-38,"An autonomous AI development framework that enables Claude Code to work iteratively on projects until completion. Features intelligent exit detection, rate limiting, circuit breaker patterns, and comprehensive safety guardrails to prevent infinite loops and API overuse. Built with Bash, integrated with tmux for live monitoring, and includes 75+ comprehensive tests.",FALSE
2e01f4b3,Superpowers,Skills,,https://github.com/obra/superpowers,Jesse Vincent,https://github.com/obra,TRUE,2026-07-28:09-37-42,2026-07-28:09-37-42,"A strong bundle of core competencies for software engineering, with good coverage of a large portion of the SDLC - from planning, reviewing, testing, debugging... Well written, well organized, and adaptable. The author refers to them as ""superpowers"", but many of them are just consolidating engineering best practices - which sometimes does feel like a superpower when working with Claude Code.",FALSE
19255bb5,Claude Code Harness,Agent Orchestration,,https://github.com/Chachamaru127/claude-code-harness,Chachamaru,https://github.com/Chachamaru127,TRUE,2026-08-03:23-14-40,2026-08-03:23-14-40,A Claude Code development harness that enables reliable high-quality development through an autonomous Plan -> Work -> Review cycle. Well documented and includes an Output Style.,FALSE
a35ac2e5,CC Harness,Observability & Monitoring,,https://github.com/lookfree/cc-harness,lookfree,https://github.com/lookfree,TRUE,2026-08-04:03-59-11,2026-08-04:03-59-11,"Desktop workbench that reads Claude Code session files locally and renders the subagent and workflow topology as a live graph, with per-node latency, token cost, and nesting depth. Token spend is broken down by source (base session, skills, subagents, MCP) and can be traced from a cost bucket to the exact message that produced it.",FALSE
f5f5601a,claude-context-optimizer,Memory & Context Persistence,,https://github.com/egorfedorov/claude-context-optimizer,Egor Fedorov,https://github.com/egorfedorov,TRUE,2026-08-05:14-09-27,2026-08-05:14-09-27,"Claude Code plugin that tracks token usage, identifies wasted context, and saves money on unnecessary API costs, by tracking which information is actually being reused later. Visuals include heatmaps, ROI reports, budget alerts, efficiency scores, git-aware suggestions - all local, zero config. The design is still somewhat exploratory, but it shows promise.",FALSE
a04caf41,claude-code-docs,"Documentation, Knowledge & Learning",,https://github.com/costiash/claude-code-docs,Constantin Shafranski,https://github.com/costiash,TRUE,2026-08-06:08-02-24,2026-08-06:08-02-24,"A mirror of the Anthropic&copy; PBC documentation site for Claude/Code, but with bonus features like full-text search and query-time updates - up-to-the-minute, fully-indexed information so that Claude Code can read about itself.",FALSE
19fa34fd,Agentic Workflow Patterns,"Documentation, Knowledge & Learning",,https://github.com/ThibautMelen/agentic-workflow-patterns,ThibautMelen,https://github.com/ThibautMelen,TRUE,2026-08-06:08-43-06,2026-08-06:08-43-06,"A comprehensive and well-documented collection of agentic patterns from Anthropic docs, with colorful Mermaid diagrams and code examples for each pattern. Covers Subagent Orchestration, Progressive Skills, Parallel Tool Calling, Master-Clone Architecture, Wizard Workflows, and more. Also compatible with other providers.",FALSE
8e5bef52,Claude Code Handbook,"Documentation, Knowledge & Learning",,https://nikiforovall.blog/claude-code-rules/,nikiforovall,https://github.com/nikiforovall,TRUE,2026-08-06:08-43-06,2026-08-06:08-43-06,"Collection of best practices, tips, and techniques for Claude Code development workflows, enhanced with distributable plugins",FALSE
148097d4,Claude Code Repos Index,"Documentation, Knowledge & Learning",,https://github.com/danielrosehill/Claude-Code-Repos-Index,Daniel Rosehill,https://github.com/danielrosehill,TRUE,2026-08-06:08-43-06,2026-08-06:08-43-06,"This is either the work of a prolific genius, or a very clever bot (or both), although it hardly matters because the quality is so good - an index of 75+ Claude Code repositories published by the author - and I'm not talking about slop. CMS, system design, deep research, IoT, agentic workflows, server management, personal health... If you spot the lie, let me know, otherwise please check these out.",FALSE
